0.000000000000000000e+00 1.523811598022201987e-02 -4.436943551655147394e-02 -7.751456878517719307e-02 1.481325993144916482e-02 -4.554532439846202454e-04 -3.802573475789832944e-03 -5.976568175518295889e-03 -1.239308926513700126e-03 3.458544845581873429e-04
1.000000000000000056e-01 -2.756529899573774423e-02 5.587002767902420064e-02 -2.665749740421259270e-03 -2.564401801458941754e-02 -2.327329574588178629e-03 -9.454124461722356043e-03 -8.666831906235107630e-03 -8.445872406106723004e-03 -9.206230243807206337e-03
2.000000000000000111e-01 -3.034623627941853211e-02 -4.202143254343332357e-02 -2.585498464823036968e-02 -3.507230033763295007e-02 -1.211742797072435859e-02 -2.008537686555862331e-02 -1.063575152225366971e-02 -1.424468049137214004e-02 -1.459287405800138715e-02
3.000000000000000444e-01 -1.911219019089127613e-01 6.009335484464508464e-02 1.602966417075821909e-02 -3.074752350453858335e-02 -1.396604899112310720e-02 -2.530844068032872540e-02 -2.429975578617967619e-02 -1.775986973587009507e-02 -2.022461683811042563e-02
4.000000000000000222e-01 -1.163442873679064807e-02 1.286371476811348433e-02 -2.186272621175402303e-03 -3.783743203823327489e-02 -2.222362061350314361e-02 -3.033175691830544696e-02 -1.818453759938154848e-02 -1.670369071330421451e-02 -2.099750635935168294e-02
5.000000000000000000e-01 2.723469750560528202e-01 -3.305000502009601548e-02 -3.633937300658469927e-02 -2.961716805933835989e-02 -1.576184974089720262e-02 -1.522713905810101423e-02 -1.517854822257118375e-02 -2.018222149798509085e-02 -1.991970076330390124e-02
6.000000000000000888e-01 -9.927602985252574619e-02 4.028463620380022536e-02 -1.617883493255525482e-02 -6.464153618409079413e-03 -4.193929349445491700e-02 -1.239542049482874990e-02 -2.091100473383045166e-02 -1.534264372083446286e-02 -1.703241960923197393e-02
7.000000000000000666e-01 2.131242515525016978e-02 1.817585101301288919e-02 6.591628996797416207e-02 -4.436493409773297619e-02 -1.223768043027963562e-02 -1.435740829919851698e-02 -6.149122867952802433e-03 -1.125729565798088382e-02 -1.118757718766548274e-02
8.000000000000000444e-01 1.820884883926979780e-01 -1.728997921418008038e-02 1.201415663134493966e-02 -2.959613873224201455e-02 -1.650922781819292445e-02 -7.363294719518087734e-03 -7.674954315176885783e-03 -5.158350852980862072e-03 -6.117251531157838831e-03
9.000000000000000222e-01 -3.892224086892403373e-02 2.569087725006858128e-02 2.450682126994198698e-02 3.125452293857058222e-02 1.342663887370635321e-02 2.623464940641525439e-04 2.689019702203764711e-03 3.779839418931789548e-03 5.549483815727292157e-03
